Fecha;Tension AC;Corriente AC;Potencia activa;Potencia aparente;Potencia reactiva;Frecuencia;Factor de potencia;Energia total;Energia diaria;Tension DC;Corriente DC;Potencia DC;Irradiancia;Temp modulo;Temp ambiente
09/04/2015 05:41:15 p.m.;231,200000;0,369000;31,500000;85,300000;79,200000;59,900000;0,574000;4,800000;0,000131;369,700000;0,130000;48,061000;14,000000;23,900000;24,600000
09/04/2015 05:41:30 p.m.;231,300000;0,401000;46,500000;93,900000;80,400000;60,000000;0,515000;4,800000;0,000325;370,100000;0,130000;48,113000;13,000000;23,900000;24,600000
09/04/2015 05:41:45 p.m.;231,300000;0,404000;47,700000;93,400000;81,100000;60,000000;0,474000;4,800000;0,000524;370,100000;0,130000;48,113000;13,000000;23,900000;24,600000
09/04/2015 05:42:00 p.m.;231,200000;0,408000;48,700000;94,300000;82,700000;60,000000;0,464000;4,800000;0,000727;370,800000;0,130000;48,204000;0,000000;23,800000;24,600000
09/04/2015 05:42:15 p.m.;231,200000;0,407000;42,500000;94,000000;83,800000;59,900000;0,509000;4,800000;0,000904;370,500000;0,130000;48,165000;28,000000;23,800000;24,600000
09/04/2015 05:42:30 p.m.;231,000000;0,396000;44,200000;83,800000;77,300000;59,900000;0,314000;4,800000;0,001088;368,900000;0,130000;47,957000;13,000000;23,800000;24,600000
09/04/2015 05:42:45 p.m.;231,300000;0,387000;46,000000;94,600000;85,000000;60,000000;0,476000;4,800000;0,001280;371,000000;0,130000;48,230000;13,000000;23,800000;24,600000
09/04/2015 05:43:00 p.m.;231,100000;0,387000;44,300000;89,400000;78,100000;60,000000;0,486000;4,800000;0,001464;370,900000;0,120000;44,508000;0,000000;23,700000;24,600000
09/04/2015 05:43:15 p.m.;231,500000;0,393000;41,800000;90,900000;84,500000;60,000000;0,500000;4,800000;0,001638;370,600000;0,120000;44,472000;0,000000;23,700000;24,600000
09/04/2015 05:43:30 p.m.;231,100000;0,400000;40,800000;92,400000;80,600000;60,000000;0,478000;4,800000;0,001808;370,500000;0,120000;44,460000;13,000000;23,700000;24,600000
09/04/2015 05:43:45 p.m.;231,300000;0,412000;47,900000;95,200000;82,200000;60,000000;0,602000;4,800000;0,002008;365,000000;0,120000;43,800000;20,000000;23,700000;24,600000
09/04/2015 05:44:00 p.m.;231,200000;0,386000;40,700000;89,200000;79,300000;60,000000;0,475000;4,800000;0,002177;369,800000;0,110000;40,678000;0,000000;23,700000;24,600000
09/04/2015 05:44:15 p.m.;231,100000;0,392000;39,700000;91,500000;80,900000;60,000000;0,415000;4,800000;0,002343;369,800000;0,120000;44,376000;0,000000;23,700000;24,600000
09/04/2015 05:44:30 p.m.;231,300000;0,395000;42,500000;90,400000;80,200000;60,000000;0,442000;4,800000;0,002520;369,300000;0,110000;40,623000;0,000000;23,700000;24,600000
09/04/2015 05:44:45 p.m.;231,600000;0,382000;41,400000;88,400000;78,900000;60,000000;0,467000;4,800000;0,002692;369,300000;0,110000;40,623000;0,000000;23,600000;24,600000
09/04/2015 05:45:00 p.m.;231,300000;0,444000;56,500000;102,600000;85,600000;59,900000;0,542000;4,800000;0,002928;374,300000;0,110000;41,173000;0,000000;23,600000;24,600000
09/04/2015 05:45:15 p.m.;231,700000;0,391000;38,200000;90,500000;82,000000;60,000000;0,425000;4,800000;0,003087;368,700000;0,110000;40,557000;0,000000;23,600000;24,600000
09/04/2015 05:45:30 p.m.;231,600000;0,402000;36,400000;93,100000;85,600000;60,000000;0,400000;4,800000;0,003239;368,700000;0,110000;40,557000;0,000000;23,600000;24,600000
09/04/2015 05:45:45 p.m.;231,500000;0,431000;53,600000;101,300000;80,700000;60,000000;0,237000;4,800000;0,003462;363,700000;0,100000;36,370000;0,000000;23,600000;24,600000
09/04/2015 05:46:00 p.m.;231,600000;0,374000;36,100000;86,600000;80,400000;59,900000;0,393000;4,800000;0,003612;364,600000;0,110000;40,106000;0,000000;23,600000;24,600000
09/04/2015 05:46:15 p.m.;231,700000;0,399000;35,500000;92,400000;78,000000;59,900000;0,434000;4,800000;0,003760;370,000000;0,100000;37,000000;13,000000;23,500000;24,600000
09/04/2015 05:46:30 p.m.;232,100000;0,388000;36,100000;90,000000;82,400000;60,000000;0,409000;4,800000;0,003911;369,800000;0,100000;36,980000;0,000000;23,500000;24,600000
09/04/2015 05:46:45 p.m.;232,000000;0,425000;49,500000;98,600000;79,300000;60,000000;0,423000;4,800000;0,004117;369,300000;0,100000;36,930000;0,000000;23,500000;24,600000
09/04/2015 05:47:00 p.m.;232,000000;0,365000;34,400000;86,700000;79,300000;60,000000;0,358000;4,800000;0,004260;368,800000;0,100000;36,880000;0,000000;23,500000;24,600000
09/04/2015 05:47:15 p.m.;232,100000;0,405000;46,200000;98,100000;85,900000;59,900000;0,481000;4,800000;0,004453;379,000000;0,090000;34,110000;0,000000;23,500000;24,600000
09/04/2015 05:47:30 p.m.;231,900000;0,396000;33,000000;91,800000;80,500000;59,900000;0,394000;4,800000;0,004590;368,300000;0,100000;36,830000;0,000000;23,400000;24,600000
09/04/2015 05:47:45 p.m.;232,200000;0,347000;13,000000;80,500000;79,400000;59,900000;0,344000;4,800000;0,004645;376,200000;0,090000;33,858000;0,000000;23,400000;24,600000
09/04/2015 05:48:00 p.m.;232,200000;0,373000;32,000000;86,600000;80,400000;59,900000;0,350000;4,800000;0,004778;363,900000;0,100000;36,390000;0,000000;23,400000;24,500000
09/04/2015 05:48:15 p.m.;232,100000;0,358000;31,100000;83,000000;76,900000;59,900000;0,362000;4,800000;0,004907;366,700000;0,090000;33,003000;0,000000;23,400000;24,500000
09/04/2015 05:48:30 p.m.;232,100000;0,369000;31,400000;84,400000;78,300000;60,000000;0,362000;4,800000;0,005038;366,200000;0,090000;32,958000;0,000000;23,400000;24,500000
09/04/2015 05:48:45 p.m.;232,200000;0,362000;29,100000;83,800000;78,400000;60,000000;0,328000;4,800000;0,005160;365,600000;0,090000;32,904000;0,000000;23,400000;24,500000
09/04/2015 05:49:00 p.m.;232,800000;0,351000;11,900000;81,600000;78,300000;60,000000;0,491000;4,800000;0,005209;375,800000;0,080000;30,064000;0,000000;23,400000;24,500000
09/04/2015 05:49:15 p.m.;232,600000;0,366000;29,500000;85,100000;79,800000;60,200000;0,353000;4,800000;0,005332;365,200000;0,080000;29,216000;0,000000;23,300000;24,500000
09/04/2015 05:49:30 p.m.;232,500000;0,358000;27,400000;83,200000;78,500000;60,100000;0,345000;4,800000;0,005446;365,000000;0,090000;32,850000;0,000000;23,300000;24,500000
09/04/2015 05:49:45 p.m.;232,600000;0,378000;26,300000;87,900000;83,800000;60,100000;0,349000;4,800000;0,005556;364,600000;0,080000;29,168000;0,000000;23,300000;24,500000
09/04/2015 05:50:00 p.m.;232,200000;0,341000;18,900000;94,000000;83,600000;60,000000;0,471000;4,800000;0,005635;362,900000;0,080000;29,032000;0,000000;23,300000;24,600000
09/04/2015 05:50:15 p.m.;232,100000;0,367000;26,400000;85,600000;82,800000;60,100000;0,251000;4,800000;0,005745;354,800000;0,080000;28,384000;0,000000;23,300000;24,500000
09/04/2015 05:50:30 p.m.;231,700000;0,375000;24,800000;87,000000;78,600000;60,000000;0,309000;4,800000;0,005848;362,700000;0,080000;29,016000;0,000000;23,300000;24,500000
09/04/2015 05:50:45 p.m.;232,000000;0,398000;43,500000;92,300000;81,000000;59,900000;0,312000;4,800000;0,006029;360,300000;0,080000;28,824000;0,000000;23,300000;24,500000
09/04/2015 05:51:00 p.m.;232,100000;0,367000;11,200000;85,100000;84,300000;59,900000;0,452000;4,800000;0,006076;356,600000;0,080000;28,528000;0,000000;23,200000;24,400000
09/04/2015 05:51:15 p.m.;231,800000;0,344000;10,900000;79,700000;78,900000;60,000000;0,369000;4,800000;0,006121;360,100000;0,080000;28,808000;0,000000;23,200000;24,500000
09/04/2015 05:51:30 p.m.;232,100000;0,349000;9,400000;94,000000;83,300000;60,000000;0,283000;4,800000;0,006160;351,700000;0,070000;24,619000;0,000000;23,200000;24,500000
09/04/2015 05:51:45 p.m.;231,800000;0,330000;7,900000;81,300000;80,500000;60,000000;0,139000;4,800000;0,006193;350,700000;0,070000;24,549000;0,000000;23,200000;24,500000
09/04/2015 05:52:00 p.m.;231,800000;0,377000;33,500000;87,300000;80,500000;59,900000;0,455000;4,800000;0,006333;348,600000;0,070000;24,402000;0,000000;23,200000;24,500000
09/04/2015 05:52:15 p.m.;231,900000;0,345000;7,700000;80,000000;80,300000;60,000000;0,277000;4,800000;0,006365;353,800000;0,070000;24,766000;0,000000;23,200000;24,500000
09/04/2015 05:52:30 p.m.;232,000000;0,348000;21,700000;86,000000;83,400000;60,000000;0,269000;4,800000;0,006455;356,900000;0,070000;24,983000;0,000000;23,200000;24,500000
09/04/2015 05:52:45 p.m.;232,400000;0,349000;3,800000;81,100000;81,000000;60,100000;0,230000;4,800000;0,006471;344,400000;0,070000;24,108000;0,000000;23,200000;24,500000
09/04/2015 05:53:00 p.m.;232,400000;0,401000;35,800000;86,400000;80,800000;60,100000;0,293000;4,800000;0,006620;364,400000;0,060000;21,864000;0,000000;23,200000;24,500000
